RADICADO,FECHA 1,HORA,DÍA DE LA SEMANA,CLASE,DIRECCIÓN,GRAVEDAD,BARRIO,DISEÑO
3108,2003-03-22,2:20:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3109,2003-03-22,2:50:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3110,2003-03-23,1:30:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3111,2003-03-25,7:30:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3112,2003-03-25,6:00:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3113,2003-03-26,4:40:00,MIERCOLES,CHOQUE,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3114,2003-03-30,4:50:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,PARQUE CARRUSEL,TRAMO DE VIA
3115,2003-03-30,9:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3116,2003-03-30,4:00:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3117,2003-04-04,11:00:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,SIN INFORMACION
3118,2003-04-15,4:20:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3119,2003-04-16,9:00:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,PRIMAVERA,TRAMO DE VIA
3120,2003-04-05,12:50:00,SABADO,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3121,2003-04-19,11:00:00,SABADO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3122,2003-04-06,9:00:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3123,2003-04-20,10:00:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,PRIMAVERA,TRAMO DE VIA
3125,2003-04-16,10:00:00,MIERCOLES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3126,2003-04-06,10:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,LA VARIANTE,SIN INFORMACION
3127,2003-04-07,12:35:00,LUNES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3128,2003-04-21,11:10:00,LUNES,CHOQUE,SIN INFORMACION,HERIDOS,EL SESENTA,TRAMO DE VIA
3129,2003-04-07,5:30:00,LUNES,ATROPELLO,SIN INFORMACION,HERIDOS,PRIMAVERA,SIN INFORMACION
3130,2003-04-08,8:00:00,MARTES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA VARIANTE,SIN INFORMACION
3131,2003-04-09,6:00:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3132,2003-04-22,8:20:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3133,2003-04-09,7:50:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3134,2003-04-23,6:20:00,MIERCOLES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3135,2003-04-24,10:00:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3136,2003-04-10,2:20:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3137,2003-04-25,11:20:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,BELLAVISTA,TRAMO DE VIA
3138,2003-04-25,6:30:00,VIERNES,ATROPELLO,SIN INFORMACION,HERIDOS,LA VARIANTE,INTERSECCION
3139,2003-04-27,11:00:00,DOMINGO,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3140,2003-04-10,10:30:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
3141,2003-04-12,6:10:00,SABADO,ATROPELLO,SIN INFORMACION,HERIDOS,LA VARIANTE,SIN INFORMACION
3142,2003-04-13,6:30:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,LOTE O PREDIO
3143,2003-04-13,6:20:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3144,2003-04-27,11:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3145,2003-04-13,3:15:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3146,2003-04-27,6:00:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3147,2003-04-13,3:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3148,2003-04-28,6:40:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3149,2003-04-29,12:15:00,MARTES,CHOQUE,SIN INFORMACION,HERIDOS,PRIMAVERA,INTERSECCION
3150,2003-04-30,11:15:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,PARQUE LA LOCERIA,TRAMO DE VIA
3151,2003-05-01,10:30:00,JUEVES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3152,2003-05-02,9:30:00,VIERNES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3153,2003-05-06,9:00:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3154,2003-05-08,1:50:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3155,2003-05-08,6:00:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3156,2003-05-11,6:00:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,PRIMAVERA,TRAMO DE VIA
3157,2003-05-12,7:00:00,LUNES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3158,2003-05-13,11:45:00,MARTES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3159,2003-05-13,10:40:00,MARTES,CHOQUE,SIN INFORMACION,HERIDOS,LA VARIANTE,TRAMO DE VIA
3160,2003-05-13,3:50:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,INTERSECCION
3161,2003-05-13,6:50:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3162,2003-05-13,2:00:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,LA RAYA,TRAMO DE VIA
3163,2003-05-14,12:00:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3164,2003-05-15,10:00:00,JUEVES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3165,2003-05-17,5:00:00,SABADO,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,PRIMAVERA,TRAMO DE VIA
3166,2003-05-18,7:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,LA TOLVA,SIN INFORMACION
3167,2003-05-18,11:50:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,BELLAVISTA,SIN INFORMACION
3168,2003-05-18,7:30:00,DOMINGO,ATROPELLO,SIN INFORMACION,MUERTOS,DESCONOCIDO,SIN INFORMACION
3169,2003-05-21,9:30:00,MIERCOLES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3170,2003-05-21,3:20:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,PRIMAVERA,LOTE O PREDIO
3171,2003-05-24,9:30:00,SABADO,ATROPELLO,SIN INFORMACION,HERIDOS,ANDA LUCIA,TRAMO DE VIA
3172,2003-05-24,4:00:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3173,2003-05-24,10:40:00,SABADO,ATROPELLO,SIN INFORMACION,MUERTOS,ANDA LUCIA,TRAMO DE VIA
3174,2003-05-25,1:00:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3175,2003-05-26,8:00:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3176,2003-05-27,9:10:00,MARTES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3177,2003-05-29,11:00:00,JUEVES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3178,2003-05-30,8:20:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3179,2003-05-30,9:00:00,VIERNES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3180,2003-05-30,5:30:00,VIERNES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA VARIANTE,TRAMO DE VIA
3181,2003-05-31,9:00:00,SABADO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3182,2003-06-01,8:00:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3183,2003-06-01,7:20:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3184,2003-06-07,1:30:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3185,2003-06-07,12:00:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3186,2003-06-07,12:15:00,SABADO,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3187,2003-06-07,2:55:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3188,2003-06-08,5:20:00,DOMINGO,ATROPELLO,SIN INFORMACION,HERIDOS,LA RAYA,SIN INFORMACION
3189,2003-06-10,7:40:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3190,2003-06-10,3:50:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3191,2003-06-10,1:00:00,MARTES,CHOQUE,SIN INFORMACION,HERIDOS,ANDA LUCIA,SIN INFORMACION
3192,2003-06-10,1:00:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3193,2003-06-12,10:10:00,JUEVES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3195,2003-06-13,2:50:00,VIERNES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3196,2003-06-13,1:30:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3197,2003-06-15,8:20:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3198,2003-06-15,1:00:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3199,2003-06-15,10:10:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,LA INMACULADA,SIN INFORMACION
3200,2003-06-16,7:30:00,LUNES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3201,2003-06-16,10:00:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3202,2003-06-19,10:00:00,JUEVES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3203,2003-06-21,6:00:00,SABADO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA RAYA,SIN INFORMACION
3204,2003-06-21,5:30:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3205,2003-06-22,8:50:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3206,2003-05-23,9:00:00,VIERNES,OTRO,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3207,2003-06-23,11:15:00,LUNES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3208,2003-06-26,11:00:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3209,2003-06-22,10:00:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3210,2003-06-25,10:00:00,MIERCOLES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3211,2003-06-27,12:40:00,VIERNES,CHOQUE,SIN INFORMACION,HERIDOS,BELLAVISTA,SIN INFORMACION
3212,2003-06-29,3:30:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3213,2003-06-29,3:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3214,2003-06-30,1:20:00,LUNES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,PRIMAVERA,TRAMO DE VIA
3215,2003-06-02,2:45:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,PRIMAVERA,TRAMO DE VIA
3216,2003-06-02,9:30:00,LUNES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3217,2003-06-02,7:50:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,TRICENTENARIO,LOTE O PREDIO
3218,2003-06-04,12:30:00,MIERCOLES,OTRO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3219,2003-06-05,10:50:00,JUEVES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3220,2003-06-05,3:45:00,JUEVES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3221,2003-06-06,6:00:00,VIERNES,CHOQUE,SIN INFORMACION,HERIDOS,LA MIEL,TRAMO DE VIA
3222,2003-06-06,4:15:00,VIERNES,ATROPELLO,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3223,2003-06-06,10:00:00,VIERNES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3224,2003-06-06,10:40:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3225,2003-06-07,8:05:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3226,2003-06-07,10:50:00,SABADO,ATROPELLO,SIN INFORMACION,HERIDOS,TRICENTENARIO,SIN INFORMACION
3227,2003-07-01,5:00:00,MARTES,ATROPELLO,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3228,2003-07-02,9:00:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3229,2003-07-02,12:00:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3230,2003-07-04,1:00:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,PRIMAVERA,TRAMO DE VIA
3231,2003-07-04,6:20:00,VIERNES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,LA CORRALITA,TRAMO DE VIA
3232,2003-07-05,10:00:00,SABADO,ATROPELLO,SIN INFORMACION,HERIDOS,MANDALAY,SIN INFORMACION
3233,2003-07-05,10:00:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3234,2003-07-06,5:50:00,DOMINGO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3235,2003-07-07,3:30:00,LUNES,OTRO,SIN INFORMACION,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
3236,2003-07-07,8:40:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,ANDA LUCIA,TRAMO DE VIA
3237,2005-07-07,2:00:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3238,2003-07-09,1:30:00,MIERCOLES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3239,2003-07-11,8:50:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3240,2003-07-11,4:00:00,VIERNES,ATROPELLO,SIN INFORMACION,HERIDOS,ALTO DE MINAS,SIN INFORMACION
3241,2003-07-12,9:10:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,LOTE O PREDIO
3242,2003-07-12,6:00:00,SABADO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,PRIMAVERA,TRAMO DE VIA
3243,2003-07-12,5:00:00,SABADO,ATROPELLO,SIN INFORMACION,HERIDOS,BELLAVISTA,TRAMO DE VIA
3244,2003-07-13,1:30:00,DOMINGO,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3245,2003-07-13,6:00:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3246,2003-07-13,12:00:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3247,2003-07-14,12:05:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3248,2003-07-14,4:50:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,LA RAYA,TRAMO DE VIA
3249,2003-07-15,8:50:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3250,2003-07-16,5:45:00,MIERCOLES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,VIA TRONCAL
3251,2003-07-16,3:50:00,MIERCOLES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3252,2003-07-17,12:30:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3253,2003-07-18,1:30:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,MANDALAY,TRAMO DE VIA
3254,2003-07-18,6:00:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3255,2003-07-19,9:00:00,SABADO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA CORRALITA,TRAMO DE VIA
3256,2003-07-19,10:00:00,SABADO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3257,2003-07-19,8:40:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,LA INMACULADA,TRAMO DE VIA
3258,2003-07-20,3:00:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,PRIMAVERA,SIN INFORMACION
3259,2003-07-20,12:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3260,2003-07-20,7:30:00,DOMINGO,OTRO,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3261,2003-07-29,7:00:00,MARTES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA TOLVA,SIN INFORMACION
3262,2003-07-20,6:20:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,PRIMAVERA,TRAMO DE VIA
3263,2003-07-20,5:30:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,DAÑOS,PRIMAVERA,INTERSECCION
3264,2003-07-20,12:05:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3265,2003-07-21,6:10:00,LUNES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3266,2003-07-21,12:15:00,LUNES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3267,2003-07-22,5:10:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3268,2003-07-23,10:50:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,LA MIEL,TRAMO DE VIA
3269,2003-07-24,8:30:00,JUEVES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3270,2003-07-24,6:30:00,JUEVES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3271,2003-07-24,7:00:00,JUEVES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3272,2003-07-29,7:50:00,MARTES,CHOQUE,SIN INFORMACION,HERIDOS,EL SOCORRO,TRAMO DE VIA
3273,2003-07-24,6:45:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3274,2003-07-26,12:55:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3275,2003-07-30,10:15:00,MIERCOLES,ATROPELLO,SIN INFORMACION,HERIDOS,OLAYA HERRERA,SIN INFORMACION
3276,2003-07-31,2:20:00,JUEVES,VOLCAMIENTO,SIN INFORMACION,DAÑOS,LA VARIANTE,TRAMO DE VIA
3277,2003-08-02,3:10:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,ANDA LUCIA,TRAMO DE VIA
3278,2003-08-07,6:00:00,JUEVES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3279,2003-08-07,3:50:00,JUEVES,ATROPELLO,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3280,2003-08-09,6:00:00,SABADO,ATROPELLO,SIN INFORMACION,HERIDOS,LA RAYA,SIN INFORMACION
3281,2003-08-04,6:30:00,LUNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3282,2003-08-10,9:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,LA VARIANTE,SIN INFORMACION
3283,2003-08-05,12:00:00,MARTES,ATROPELLO,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3284,2003-08-10,5:00:00,DOMINGO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3285,2003-08-10,3:30:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA CORRALITA,SIN INFORMACION
3286,2003-08-06,5:00:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,EL SESENTA,TRAMO DE VIA
3287,2003-08-13,9:30:00,MIERCOLES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA MANSIÓN,TRAMO DE VIA
3288,2003-08-06,1:50:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3289,2003-08-14,6:30:00,JUEVES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3290,2003-08-07,12:00:00,JUEVES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,ALTO DE MINAS,TRAMO DE VIA
3291,2003-08-15,5:30:00,VIERNES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA RAYA,TRAMO DE VIA
3292,2003-08-15,5:00:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3293,2003-08-07,9:10:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,INTERSECCION
3294,2003-08-16,9:30:00,SABADO,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,INTERSECCION
3295,2003-08-04,12:00:00,LUNES,ATROPELLO,SIN INFORMACION,HERIDOS,CENTRO,INTERSECCION
3296,2003-08-16,11:00:00,SABADO,OTRO,SIN INFORMACION,HERIDOS,LA MANSIÓN,SIN INFORMACION
3297,2003-08-17,1:30:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,MANDALAY,SIN INFORMACION
3298,2003-08-16,12:00:00,SABADO,OTRO,SIN INFORMACION,MUERTOS,DESCONOCIDO,LOTE O PREDIO
3299,2003-08-16,7:20:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3300,2003-08-19,7:10:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3301,2003-08-19,2:50:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3302,2003-08-20,11:20:00,MIERCOLES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,SIN INFORMACION
3303,2003-08-21,6:30:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3304,2003-08-21,2:00:00,JUEVES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3305,2003-08-22,6:00:00,VIERNES,CAIDA OCUPANTE,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3306,2003-08-22,12:50:00,VIERNES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3307,2003-08-24,1:40:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,LA SALADA,SIN INFORMACION
3308,2003-08-25,3:50:00,LUNES,VOLCAMIENTO,SIN INFORMACION,HERIDOS,ANDA LUCIA,SIN INFORMACION
3309,2003-08-27,6:20:00,MIERCOLES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,SIN INFORMACION
3310,2003-08-28,2:00:00,JUEVES,CHOQUE,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3311,2003-08-29,2:10:00,VIERNES,CHOQUE,SIN INFORMACION,MUERTOS,DESCONOCIDO,TRAMO DE VIA
3312,2003-08-29,4:15:00,VIERNES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
3313,2003-08-30,12:00:00,SABADO,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,SIN INFORMACION
3314,2003-08-18,5:00:00,LUNES,OTRO,SIN INFORMACION,HERIDOS,CENTRO,TRAMO DE VIA
3315,2003-08-30,7:00:00,SABADO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,PRIMAVERA,TRAMO DE VIA
3316,2003-08-31,5:30:00,DOMINGO,VOLCAMIENTO,SIN INFORMACION,HERIDOS,DESCONOCIDO,TRAMO DE VIA
3317,2003-08-19,6:55:00,MARTES,CHOQUE,SIN INFORMACION,DAÑOS,DESCONOCIDO,TRAMO DE VIA
